molecule_id,therapeutic_area,molecular_weight,logP,hbond_donors,hbond_acceptors
MOL01847,Oncology,545.23,4.88,5,5
MOL01848,Neurology,335.29,1.67,3,5
MOL01849,Cardiology,519.45,2.64,2,6
MOL01850,Oncology,510.48,1.57,4,3
MOL01851,Neurology,309.55,1.59,4,2
MOL01852,Cardiology,270.6,1.52,1,1
MOL01853,Immunology,349.08,2.05,5,4
MOL01854,Neurology,368.28,2.38,2,1
MOL01855,Oncology,349.33,2.88,5,4
MOL01856,Neurology,324.6,1.55,1,10
MOL01857,Immunology,474.12,4.18,1,10
MOL01858,Oncology,495.96,2.1,2,6
MOL01859,Cardiology,494.07,2.82,2,2
MOL01860,Oncology,345.04,1.05,4,9
MOL01861,Cardiology,308.84,4.66,0,5
MOL01862,Immunology,424.95,3.85,0,6
MOL01863,Immunology,349.31,4.39,2,7
MOL01864,Neurology,355.37,2.85,5,6
MOL01865,Immunology,442.77,4.84,1,8
MOL01866,Oncology,398.15,4.71,3,5
MOL01867,Oncology,293.18,4.83,5,4
MOL01868,Cardiology,423.6,3.94,0,6
MOL01869,Neurology,460.73,3.56,3,3
MOL01870,Neurology,309.5,2.62,1,10
MOL01871,Neurology,444.8,4.39,0,10
MOL01872,Immunology,344.42,4.7,0,6
MOL01873,Immunology,393.82,1.1,4,5
MOL01874,Cardiology,331.96,4.51,4,2
MOL01875,Cardiology,417.09,4.7,5,3
MOL01876,Immunology,296.35,3.32,5,9
MOL01877,Cardiology,316.85,2.38,5,4
MOL01878,Neurology,483.71,4.6,1,8
MOL01879,Neurology,472.59,2.59,1,7
MOL01880,Immunology,292.7,1.81,2,7
MOL01881,Oncology,499.95,2.97,1,2
MOL01882,Cardiology,271.02,4.08,1,8
MOL01883,Immunology,364.82,3.09,0,9
MOL01884,Immunology,372.67,1.18,5,8
MOL01885,Neurology,378.23,2.72,4,7
MOL01886,Cardiology,270.72,1.76,1,2
MOL01887,Neurology,280.03,4.39,2,10
MOL01888,Oncology,384.15,4.45,3,8
MOL01889,Oncology,347.1,4.48,3,1
MOL01890,Oncology,507.92,4.27,1,4
MOL01891,Neurology,517.59,2.94,3,3
MOL01892,Oncology,512.79,3.73,1,9
MOL01893,Oncology,309.88,2.25,4,9
MOL01894,Cardiology,402.12,4.66,5,8
MOL01895,Neurology,411.43,4.38,4,3
MOL01896,Oncology,309.94,4.21,3,5
MOL01897,Immunology,394.89,1.19,4,8
MOL01898,Oncology,486.34,1.83,4,4
MOL01899,Oncology,343.62,1.09,1,1
MOL01900,Immunology,545.14,1.92,2,10
MOL01901,Oncology,539.68,4.59,2,3
MOL01902,Oncology,420.71,3.71,4,1
MOL01903,Neurology,542.67,1.52,5,7
MOL01904,Immunology,424.8,1.87,0,7
MOL01905,Oncology,287.87,2.84,3,7
MOL01906,Neurology,391.35,4.42,0,10
MOL01907,Immunology,465.64,2.25,0,8
MOL01908,Neurology,515.11,3.57,1,7
MOL01909,Cardiology,266.44,2.01,3,7
MOL01910,Cardiology,535.15,2.26,2,5
MOL01911,Oncology,347.07,2.94,3,2
MOL01912,Immunology,349.27,2.24,3,5
MOL01913,Neurology,432.16,2.89,4,9
MOL01914,Immunology,306.98,3.04,1,3
MOL01915,Immunology,535.96,1.99,0,5
MOL01916,Neurology,322.25,2.41,2,8
MOL01917,Neurology,373.24,4.62,0,4
MOL01918,Immunology,548.26,1.98,2,3
MOL01919,Cardiology,278.62,2.52,1,1
MOL01920,Oncology,267.49,1.32,5,2
MOL01921,Immunology,290.14,4.06,2,7
MOL01922,Immunology,278.0,1.61,3,10
MOL01923,Neurology,524.53,1.33,2,7
MOL01924,Immunology,440.48,4.91,1,7
MOL01925,Cardiology,499.12,4.82,2,9
MOL01926,Immunology,319.05,2.95,3,5
MOL01927,Cardiology,377.51,3.86,2,9
MOL01928,Immunology,333.34,1.06,3,6
MOL01929,Immunology,260.08,2.45,2,10
MOL01930,Immunology,514.78,3.18,2,10
MOL01931,Cardiology,429.71,2.99,5,4
MOL01932,Cardiology,286.98,4.0,2,8
MOL01933,Cardiology,523.89,2.99,0,5
MOL01934,Immunology,418.93,2.63,5,4
MOL01935,Cardiology,480.26,1.65,3,8
MOL01936,Neurology,350.54,1.85,1,8
MOL01937,Oncology,310.73,2.54,2,6
MOL01938,Cardiology,352.85,2.11,4,2
MOL01939,Oncology,351.58,4.96,5,6
MOL01940,Neurology,340.53,1.45,0,2
MOL01941,Cardiology,328.52,1.72,3,6
MOL01942,Immunology,521.9,2.32,2,6
MOL01943,Neurology,507.42,2.0,4,10
MOL01944,Neurology,502.04,1.52,0,10
MOL01945,Oncology,345.28,4.24,3,2
MOL01946,Cardiology,499.48,2.18,5,4
MOL01947,Immunology,283.23,3.1,1,9
MOL01948,Oncology,544.63,2.09,3,2
MOL01949,Immunology,471.98,3.58,1,5
MOL01950,Neurology,297.01,4.48,3,10
MOL01951,Cardiology,466.97,3.94,5,8
MOL01952,Immunology,507.49,4.78,2,1
MOL01953,Neurology,530.39,2.93,0,9
MOL01954,Immunology,328.91,4.71,3,1
MOL01955,Cardiology,437.36,1.93,1,2
MOL01956,Neurology,393.36,3.3,4,3
MOL01957,Neurology,489.03,4.86,5,7
MOL01958,Immunology,506.27,2.65,5,10
MOL01959,Oncology,530.29,4.28,1,1
MOL01960,Oncology,388.96,1.61,2,9
MOL01961,Immunology,288.24,1.11,5,3
MOL01962,Cardiology,537.34,1.98,0,4
MOL01963,Immunology,507.12,1.3,5,10
MOL01964,Neurology,323.4,3.46,1,9
MOL01965,Neurology,281.59,2.32,1,8
MOL01966,Immunology,266.24,3.86,0,8
MOL01967,Oncology,482.97,2.42,3,9
MOL01968,Cardiology,282.7,1.61,3,6
MOL01969,Neurology,314.91,3.22,4,7
MOL01970,Cardiology,545.95,4.38,0,8
MOL01971,Neurology,375.69,2.97,5,2
MOL01972,Neurology,473.39,3.33,1,3
MOL01973,Neurology,291.91,3.08,4,3
MOL01974,Cardiology,401.9,1.98,3,1
MOL01975,Neurology,511.91,4.66,3,3
MOL01976,Oncology,317.14,3.74,4,7
MOL01977,Immunology,250.19,1.32,4,10
MOL01978,Cardiology,475.32,3.58,2,7
MOL01979,Neurology,488.19,2.17,1,8
MOL01980,Oncology,323.01,3.37,4,2
MOL01981,Oncology,425.55,4.18,1,6
MOL01982,Neurology,376.39,4.2,3,1
MOL01983,Neurology,515.95,4.91,1,9
MOL01984,Neurology,252.68,2.89,1,4
MOL01985,Oncology,449.67,2.05,2,1
MOL01986,Neurology,308.94,3.33,5,2
MOL01987,Immunology,545.39,4.57,3,3
MOL01988,Cardiology,404.48,2.49,4,5
MOL01989,Neurology,345.67,3.81,5,8
MOL01990,Cardiology,492.19,4.58,2,6
MOL01991,Oncology,455.61,2.54,5,10
MOL01992,Neurology,367.62,1.75,1,7
MOL01993,Cardiology,499.42,2.96,3,7
MOL01994,Cardiology,333.58,1.65,3,1
MOL01995,Cardiology,365.38,3.56,1,9
MOL01996,Neurology,386.73,4.22,3,4
MOL01997,Immunology,399.51,4.79,3,4
MOL01998,Oncology,440.58,3.32,3,1
MOL01999,Neurology,397.41,1.71,4,2
MOL02000,Cardiology,339.42,2.55,5,3
MOL02001,Neurology,526.02,2.32,2,4
MOL02002,Neurology,289.5,4.62,3,8
MOL02003,Oncology,355.69,3.54,0,9
MOL02004,Neurology,376.08,2.79,4,9
MOL02005,Immunology,263.29,2.59,3,10
MOL02006,Immunology,486.19,3.13,3,2
MOL02007,Oncology,331.43,3.37,3,8
MOL02008,Neurology,279.04,3.78,5,8
MOL02009,Neurology,477.82,1.46,4,10
MOL02010,Oncology,549.21,3.46,4,7
MOL02011,Cardiology,512.36,2.51,4,6
MOL02012,Neurology,429.94,2.36,2,6
MOL02013,Cardiology,434.17,3.55,3,6
MOL02014,Immunology,425.07,2.42,3,2
MOL02015,Oncology,406.79,4.73,5,9
MOL02016,Oncology,367.67,3.35,0,4
MOL02017,Immunology,389.21,1.97,5,4
MOL02018,Cardiology,513.77,1.5,0,5
MOL02019,Oncology,327.71,1.24,3,10
MOL02020,Immunology,501.3,3.08,1,6
MOL02021,Cardiology,474.3,1.53,0,3
MOL02022,Cardiology,361.0,1.7,4,8
MOL02023,Oncology,277.54,4.44,1,3
MOL02024,Immunology,539.45,3.9,2,2
MOL02025,Immunology,365.76,3.47,4,7
MOL02026,Cardiology,353.98,3.0,0,4
MOL02027,Immunology,441.05,2.02,0,2
MOL02028,Oncology,419.77,1.7,5,7
MOL02029,Immunology,377.34,2.94,2,6
MOL02030,Immunology,456.28,4.21,2,10
MOL02031,Neurology,425.48,3.85,2,10
MOL02032,Neurology,487.07,2.48,4,6
MOL02033,Cardiology,290.52,2.71,2,6
MOL02034,Neurology,529.16,4.03,0,5
MOL02035,Cardiology,355.15,2.29,3,4
MOL02036,Oncology,445.69,4.36,3,7
MOL02037,Neurology,433.09,4.06,2,5
MOL02038,Neurology,296.36,4.0,2,5
MOL02039,Oncology,403.8,1.47,0,7
MOL02040,Neurology,527.85,4.2,0,3
MOL02041,Immunology,354.26,2.69,4,8
MOL02042,Immunology,507.92,1.91,3,10
MOL02043,Oncology,355.82,3.99,3,7
MOL02044,Oncology,416.46,2.71,2,5
MOL02045,Immunology,419.05,3.34,0,8
MOL02046,Oncology,364.25,1.76,0,10
MOL02047,Oncology,359.45,3.78,3,4
MOL02048,Neurology,287.34,1.92,4,7
MOL02049,Neurology,536.94,4.2,0,9
MOL02050,Cardiology,383.17,2.82,1,2
MOL02051,Cardiology,478.91,2.95,2,10
MOL02052,Neurology,505.73,3.17,2,1
MOL02053,Cardiology,298.49,4.07,5,8
MOL02054,Immunology,446.64,1.84,0,9
MOL02055,Cardiology,311.05,3.51,5,3
MOL02056,Cardiology,312.81,2.27,4,6
MOL02057,Neurology,255.2,3.29,1,1
MOL02058,Immunology,313.61,3.37,0,6
MOL02059,Immunology,328.62,4.88,2,9
MOL02060,Immunology,355.21,3.35,2,7
MOL02061,Cardiology,280.39,1.54,4,1
MOL02062,Neurology,348.03,1.98,4,4
MOL02063,Oncology,453.3,2.26,4,6
MOL02064,Immunology,510.54,2.87,4,7
MOL02065,Oncology,330.7,3.87,1,3
MOL02066,Cardiology,340.39,4.11,0,6
MOL02067,Immunology,410.12,4.13,4,8
MOL02068,Cardiology,454.81,2.54,3,7
MOL02069,Immunology,343.06,2.47,0,5
MOL02070,Neurology,459.95,3.58,4,8
MOL02071,Cardiology,544.1,2.41,5,10
MOL02072,Cardiology,397.05,4.13,2,9
MOL02073,Neurology,434.62,4.53,3,10
MOL02074,Oncology,390.68,2.63,3,3
MOL02075,Neurology,479.25,3.45,0,1
MOL02076,Oncology,496.08,3.89,3,4
MOL02077,Neurology,292.83,1.3,1,4
MOL02078,Immunology,525.92,2.36,2,2
MOL02079,Cardiology,340.39,3.66,5,5
MOL02080,Cardiology,463.65,1.08,3,1
MOL02081,Neurology,451.08,4.09,1,9
MOL02082,Neurology,530.88,1.12,4,8
MOL02083,Cardiology,467.6,4.83,4,8
MOL02084,Oncology,514.48,2.61,1,3
MOL02085,Cardiology,308.63,3.37,4,1
MOL02086,Cardiology,299.16,1.69,2,6
MOL02087,Oncology,299.37,3.34,4,7
MOL02088,Cardiology,262.99,3.55,3,5
MOL02089,Oncology,254.39,4.02,0,3
MOL02090,Immunology,276.97,1.19,3,4
MOL02091,Oncology,319.96,4.29,1,8
MOL02092,Immunology,356.93,3.25,2,6
MOL02093,Neurology,441.83,3.75,3,7
MOL02094,Cardiology,420.73,1.89,0,6
MOL02095,Immunology,362.94,2.29,3,3
MOL02096,Cardiology,497.74,4.67,3,7
MOL02097,Immunology,310.19,4.16,5,4
MOL02098,Immunology,304.1,4.78,5,5
MOL02099,Oncology,425.54,3.53,3,9
MOL02100,Oncology,315.14,4.96,3,7
MOL02101,Immunology,347.88,2.18,2,1
MOL02102,Immunology,518.23,2.27,0,6
MOL02103,Neurology,465.19,1.26,1,7
MOL02104,Cardiology,545.49,1.21,2,4
MOL02105,Cardiology,273.08,4.55,4,1
MOL02106,Oncology,420.04,4.58,5,3
MOL02107,Immunology,479.26,4.24,1,9
MOL02108,Neurology,253.95,1.1,4,4
MOL02109,Cardiology,426.5,2.34,3,2
MOL02110,Cardiology,447.58,4.27,4,6
MOL02111,Oncology,301.15,2.5,1,3
MOL02112,Neurology,275.74,3.82,4,1
MOL02113,Neurology,260.03,3.51,4,6
MOL02114,Immunology,515.96,2.83,2,10
MOL02115,Neurology,424.17,3.62,1,3
MOL02116,Immunology,406.46,4.22,5,10
MOL02117,Oncology,413.54,2.9,1,2
MOL02118,Immunology,427.58,4.11,0,8
MOL02119,Neurology,456.26,3.88,3,10
MOL02120,Oncology,356.18,1.06,4,10
MOL02121,Neurology,541.34,4.49,0,10
MOL02122,Cardiology,317.12,1.53,4,6
MOL02123,Cardiology,319.07,4.22,0,9
MOL02124,Immunology,502.11,4.61,1,4
MOL02125,Neurology,535.98,2.33,0,2
MOL02126,Neurology,522.75,3.79,5,9
MOL02127,Oncology,495.89,3.31,4,8
MOL02128,Immunology,457.32,1.59,0,6
MOL02129,Neurology,411.83,1.51,3,2
MOL02130,Oncology,382.43,1.96,1,1
MOL02131,Oncology,402.59,4.5,5,4
MOL02132,Immunology,471.58,4.05,3,4
MOL02133,Neurology,462.31,2.48,2,6
MOL02134,Neurology,426.87,1.34,0,1
MOL02135,Cardiology,457.75,4.61,0,4
MOL02136,Neurology,313.83,1.26,2,7
MOL02137,Oncology,256.57,2.48,3,4
MOL02138,Immunology,277.63,2.36,1,8
MOL02139,Neurology,284.28,3.76,4,8
MOL02140,Neurology,516.42,4.64,3,7
MOL02141,Cardiology,461.29,1.99,0,4
MOL02142,Oncology,377.83,3.8,0,10
MOL02143,Cardiology,348.88,2.06,2,5
MOL02144,Cardiology,366.56,3.57,2,3
MOL02145,Oncology,465.96,4.25,2,6
MOL02146,Neurology,523.47,4.48,0,10
MOL02147,Cardiology,430.42,2.8,4,2
MOL02148,Oncology,350.49,4.65,3,6
MOL02149,Neurology,530.16,1.64,5,1
MOL02150,Neurology,484.49,3.22,4,5
MOL02151,Oncology,348.61,1.55,2,4
MOL02152,Neurology,278.82,3.47,4,2
MOL02153,Oncology,454.94,2.6,5,8
MOL02154,Oncology,404.41,1.66,5,1
MOL02155,Cardiology,332.02,3.53,0,2
MOL02156,Oncology,473.58,4.59,0,3
MOL02157,Cardiology,309.14,1.51,5,9
MOL02158,Neurology,483.5,1.34,5,9
MOL02159,Immunology,318.7,4.12,1,7
MOL02160,Neurology,353.31,4.7,4,9
MOL02161,Cardiology,501.17,1.88,4,6
MOL02162,Immunology,456.17,2.41,2,9
MOL02163,Cardiology,410.65,2.71,2,1
MOL02164,Immunology,333.65,2.91,1,4
MOL02165,Oncology,298.59,1.86,3,4
MOL02166,Cardiology,499.91,2.25,4,5
MOL02167,Immunology,372.62,2.66,2,2
MOL02168,Immunology,519.81,2.16,5,6
MOL02169,Neurology,429.26,4.15,1,7
MOL02170,Cardiology,357.81,4.63,1,2
MOL02171,Oncology,336.08,1.42,5,7
MOL02172,Oncology,509.17,3.75,5,4
MOL02173,Oncology,424.62,3.11,1,1
MOL02174,Immunology,402.71,2.6,3,1
MOL02175,Immunology,276.38,4.66,5,5
MOL02176,Cardiology,343.5,1.13,5,7
MOL02177,Cardiology,308.06,3.96,5,3
MOL02178,Immunology,272.84,1.78,3,5
MOL02179,Immunology,447.73,1.03,2,3
MOL02180,Oncology,414.96,3.82,4,5
MOL02181,Neurology,367.48,3.06,0,7
MOL02182,Immunology,383.63,2.1,2,4
MOL02183,Oncology,269.81,1.85,0,1
MOL02184,Cardiology,310.41,2.24,4,6
MOL02185,Cardiology,448.97,1.87,1,8
MOL02186,Immunology,464.02,2.66,2,3
MOL02187,Immunology,340.79,3.0,2,5
MOL02188,Cardiology,486.06,1.48,2,7
MOL02189,Oncology,301.12,4.36,2,3
MOL02190,Immunology,475.41,4.22,1,4
MOL02191,Neurology,314.65,3.27,2,5
MOL02192,Oncology,288.28,4.39,2,7
MOL02193,Immunology,347.83,3.71,3,3
MOL02194,Cardiology,317.83,1.37,3,4
MOL02195,Oncology,434.32,4.87,0,7
MOL02196,Cardiology,539.37,3.66,3,1
MOL02197,Neurology,350.01,3.35,0,6
MOL02198,Immunology,262.94,1.68,3,9
MOL02199,Oncology,308.06,1.3,5,8
MOL02200,Immunology,253.26,2.34,4,6
MOL02201,Cardiology,312.2,2.48,1,7
MOL02202,Oncology,488.99,2.72,0,3
MOL02203,Cardiology,379.96,2.44,5,9
MOL02204,Oncology,531.28,4.39,1,6
MOL02205,Oncology,499.27,2.43,0,5
MOL02206,Immunology,451.27,2.6,3,2
MOL02207,Neurology,461.08,4.32,4,8
MOL02208,Cardiology,399.88,1.34,1,6
MOL02209,Cardiology,537.59,2.3,3,4
MOL02210,Immunology,394.9,4.98,2,4
MOL02211,Immunology,457.19,3.9,2,2
MOL02212,Immunology,378.24,2.27,3,9
MOL02213,Immunology,422.65,1.56,2,10
MOL02214,Neurology,317.59,3.62,4,3
MOL02215,Oncology,379.14,3.32,3,2
MOL02216,Oncology,280.56,3.58,4,6
MOL02217,Cardiology,314.37,3.18,4,8
MOL02218,Neurology,490.68,3.27,5,3
MOL02219,Cardiology,542.59,1.39,5,2
MOL02220,Immunology,505.88,3.73,5,9
MOL02221,Oncology,537.34,1.9,5,7
MOL02222,Cardiology,475.41,1.22,3,7
MOL02223,Neurology,522.87,1.54,1,4
MOL02224,Neurology,360.36,3.84,4,5
MOL02225,Immunology,416.76,4.56,2,8
MOL02226,Immunology,345.12,1.57,3,9
MOL02227,Neurology,431.88,2.47,4,3
MOL02228,Cardiology,419.89,3.71,0,6
MOL02229,Immunology,367.5,3.08,3,1
MOL02230,Immunology,267.48,4.15,3,6
MOL02231,Neurology,423.49,2.85,4,6
MOL02232,Cardiology,518.58,3.81,4,3
MOL02233,Immunology,543.63,2.19,2,3
MOL02234,Immunology,412.63,3.98,4,8
MOL02235,Neurology,255.89,3.83,5,7
MOL02236,Cardiology,491.35,3.29,4,3
MOL02237,Neurology,511.93,2.2,5,1
MOL02238,Neurology,496.01,3.14,1,5
MOL02239,Cardiology,520.43,2.21,1,6
MOL02240,Oncology,502.6,2.39,2,4
MOL02241,Neurology,455.0,1.61,4,2
MOL02242,Immunology,468.24,2.08,1,10
MOL02243,Neurology,266.47,4.44,2,7
MOL02244,Cardiology,409.74,4.39,2,9
MOL02245,Immunology,469.0,3.46,3,8
MOL02246,Immunology,307.19,4.98,1,3
MOL02247,Immunology,327.2,4.11,3,10
MOL02248,Oncology,475.41,4.33,2,8
MOL02249,Immunology,279.46,1.59,3,5
MOL02250,Immunology,343.18,1.97,2,8
MOL02251,Oncology,487.68,3.72,1,5
MOL02252,Immunology,256.42,3.58,4,5
MOL02253,Immunology,498.64,1.58,2,10
MOL02254,Cardiology,358.67,1.16,2,2
MOL02255,Cardiology,331.68,4.2,1,8
MOL02256,Immunology,313.56,3.56,3,3
MOL02257,Neurology,322.61,4.03,1,2
MOL02258,Immunology,368.97,4.53,5,6
MOL02259,Oncology,321.76,2.84,1,3
MOL02260,Oncology,328.74,1.17,1,3
MOL02261,Cardiology,404.21,3.1,5,9
MOL02262,Neurology,326.17,2.49,1,2
MOL02263,Oncology,435.22,1.55,3,4
MOL02264,Neurology,429.31,3.01,2,5
MOL02265,Oncology,376.15,3.22,3,2
MOL02266,Oncology,304.22,2.48,5,8
MOL02267,Cardiology,410.94,3.52,3,7
MOL02268,Oncology,325.1,2.56,2,9
MOL02269,Oncology,379.54,2.39,4,4
MOL02270,Immunology,386.82,1.76,1,6
MOL02271,Cardiology,470.04,4.74,0,6
MOL02272,Neurology,282.49,1.45,1,3
MOL02273,Immunology,481.22,1.93,2,1
MOL02274,Neurology,340.52,4.31,2,3
MOL02275,Neurology,332.22,3.64,3,8
MOL02276,Cardiology,549.84,3.4,1,1
MOL02277,Neurology,523.24,3.96,3,8
MOL02278,Immunology,259.66,2.73,4,8
MOL02279,Neurology,388.16,2.54,4,3
MOL02280,Neurology,530.44,1.65,0,4
MOL02281,Cardiology,495.84,3.2,0,6
MOL02282,Neurology,253.93,3.23,0,1
MOL02283,Oncology,354.7,1.63,5,7
MOL02284,Neurology,503.02,4.17,1,4
MOL02285,Cardiology,507.43,2.03,5,5
MOL02286,Cardiology,377.18,4.49,4,3
MOL02287,Immunology,448.36,2.18,3,8
MOL02288,Oncology,400.86,4.58,0,1
MOL02289,Cardiology,368.85,3.94,2,6
MOL02290,Neurology,327.29,2.7,3,10
MOL02291,Oncology,542.15,4.71,5,7
MOL02292,Neurology,370.01,1.03,4,1
MOL02293,Neurology,400.36,3.21,5,9
MOL02294,Neurology,323.44,2.16,3,5
MOL02295,Cardiology,410.67,3.69,2,5
MOL02296,Oncology,337.94,3.34,0,10
MOL02297,Neurology,275.13,3.86,1,9
MOL02298,Oncology,427.8,1.6,3,4
MOL02299,Oncology,268.99,1.16,4,7
MOL02300,Oncology,421.65,4.86,5,4
MOL02301,Cardiology,270.84,3.19,4,9
MOL02302,Neurology,500.01,2.09,1,8
MOL02303,Neurology,468.23,4.2,4,10
MOL02304,Oncology,349.15,4.56,5,9
MOL02305,Immunology,427.94,1.51,3,5
MOL02306,Immunology,364.47,2.53,1,7
MOL02307,Immunology,529.8,3.15,1,8
MOL02308,Oncology,302.58,3.18,3,3
MOL02309,Neurology,397.87,4.79,0,7
MOL02310,Oncology,534.07,4.6,5,4
MOL02311,Neurology,287.17,4.01,3,3
MOL02312,Oncology,498.09,4.89,3,8
MOL02313,Oncology,368.52,2.6,4,4
MOL02314,Oncology,522.46,2.52,1,6
MOL02315,Cardiology,406.14,4.79,4,9
MOL02316,Cardiology,467.94,3.13,5,1
MOL02317,Cardiology,317.11,1.57,1,8
MOL02318,Oncology,340.52,1.27,5,1
MOL02319,Immunology,388.38,4.92,0,1
MOL02320,Cardiology,433.95,1.24,5,5
MOL02321,Neurology,341.28,1.25,4,3
MOL02322,Immunology,426.48,3.19,5,3
MOL02323,Neurology,260.25,4.77,5,3
MOL02324,Immunology,382.02,4.72,0,5
MOL02325,Cardiology,526.16,3.37,5,6
MOL02326,Oncology,286.1,3.25,1,3
MOL02327,Oncology,328.05,3.81,1,3
MOL02328,Oncology,298.64,1.91,2,6
MOL02329,Neurology,424.72,3.78,2,3
MOL02330,Immunology,420.6,3.41,0,1
MOL02331,Neurology,369.51,4.44,2,5
MOL02332,Immunology,527.15,2.53,1,3
MOL02333,Immunology,319.5,3.82,3,3
MOL02334,Cardiology,388.39,4.6,2,8
MOL02335,Neurology,279.81,2.85,2,10
MOL02336,Immunology,310.05,4.74,5,10
MOL02337,Cardiology,435.87,1.33,0,10
MOL02338,Neurology,324.65,2.62,2,4
MOL02339,Neurology,432.74,1.04,2,4
MOL02340,Oncology,430.32,4.22,0,6
MOL02341,Oncology,474.28,2.13,1,9
MOL02342,Oncology,441.38,1.57,2,3
MOL02343,Immunology,517.69,3.23,4,3
MOL02344,Cardiology,282.17,3.85,5,8
MOL02345,Oncology,405.77,2.72,5,4
MOL02346,Immunology,379.16,4.54,5,5
MOL02347,Immunology,308.38,4.72,4,8
MOL02348,Immunology,373.82,4.83,0,6
MOL02349,Immunology,466.68,1.07,4,8
MOL02350,Neurology,324.93,4.66,0,9
MOL02351,Immunology,522.3,2.06,1,7
MOL02352,Cardiology,387.26,1.78,5,1
MOL02353,Oncology,310.15,2.02,3,3
MOL02354,Neurology,440.47,2.68,2,7
MOL02355,Oncology,541.96,3.33,1,3
MOL02356,Cardiology,308.47,3.65,0,3
MOL02357,Immunology,325.97,2.14,0,9
MOL02358,Oncology,516.88,3.45,3,5
MOL02359,Oncology,281.13,4.3,5,2
MOL02360,Oncology,374.57,4.71,5,2
MOL02361,Immunology,335.49,1.82,4,7
MOL02362,Neurology,492.78,2.56,2,7
MOL02363,Immunology,466.4,1.75,0,8
MOL02364,Cardiology,468.28,3.25,0,2
MOL02365,Cardiology,335.95,4.05,5,3
MOL02366,Oncology,350.15,1.93,1,2
MOL02367,Cardiology,291.72,2.62,0,7
MOL02368,Oncology,448.83,4.7,3,10
MOL02369,Immunology,291.92,4.16,5,6
MOL02370,Oncology,544.47,4.55,3,3
MOL02371,Neurology,343.58,4.64,3,2
MOL02372,Neurology,337.86,2.34,4,6
MOL02373,Neurology,443.66,3.33,5,7
MOL02374,Immunology,459.97,1.86,5,10
MOL02375,Neurology,465.19,3.9,5,1
MOL02376,Oncology,438.43,1.78,1,10
MOL02377,Neurology,414.09,2.68,1,3
MOL02378,Neurology,492.08,3.56,5,10
MOL02379,Cardiology,469.37,2.21,4,9
MOL02380,Immunology,532.44,3.36,3,3
MOL02381,Oncology,458.74,4.52,0,2
MOL02382,Cardiology,500.86,3.43,5,9
MOL02383,Immunology,450.88,2.95,2,8
MOL02384,Cardiology,307.33,4.75,2,10
MOL02385,Immunology,489.4,1.59,5,4
MOL02386,Cardiology,254.5,1.02,5,8
MOL02387,Immunology,357.7,4.67,3,6
MOL02388,Immunology,372.55,2.44,3,10
MOL02389,Neurology,520.32,3.7,3,6
MOL02390,Cardiology,279.57,4.64,3,1
MOL02391,Cardiology,512.46,3.66,4,7
MOL02392,Oncology,538.16,1.18,3,4
MOL02393,Immunology,283.71,3.19,0,8
MOL02394,Oncology,380.28,3.76,4,3
MOL02395,Oncology,462.87,2.75,0,2
MOL02396,Oncology,385.2,1.7,2,4
MOL02397,Cardiology,365.0,3.23,5,8
MOL02398,Neurology,298.94,2.77,3,6
MOL02399,Immunology,409.51,3.83,3,8
MOL02400,Cardiology,398.76,3.21,1,8
MOL02401,Oncology,297.59,4.4,0,2
MOL02402,Cardiology,501.44,2.56,3,4
MOL02403,Immunology,431.69,2.76,4,1
MOL02404,Cardiology,489.37,1.77,0,6
MOL02405,Immunology,380.27,3.13,2,9
MOL02406,Cardiology,452.98,3.21,3,10
MOL02407,Immunology,478.98,4.85,1,9
MOL02408,Neurology,278.04,1.79,1,9
MOL02409,Oncology,288.45,4.4,5,5
MOL02410,Immunology,444.63,4.8,3,6
MOL02411,Oncology,406.33,3.16,3,8
MOL02412,Neurology,404.08,3.9,2,7
MOL02413,Oncology,541.36,2.33,1,4
MOL02414,Cardiology,454.65,3.68,0,8
MOL02415,Immunology,327.2,2.03,4,4
MOL02416,Oncology,351.07,3.04,1,4
MOL02417,Neurology,321.6,4.28,0,3
MOL02418,Neurology,426.88,1.4,0,9
MOL02419,Immunology,266.06,4.6,4,10
MOL02420,Immunology,436.14,4.64,0,2
MOL02421,Neurology,367.64,4.56,4,7
MOL02422,Cardiology,264.09,1.08,4,10
MOL02423,Neurology,285.92,3.33,5,10
MOL02424,Immunology,488.65,4.43,2,10
MOL02425,Neurology,307.32,4.04,3,2
MOL02426,Oncology,358.88,3.9,0,3
MOL02427,Oncology,267.05,2.55,0,5
MOL02428,Cardiology,311.8,3.25,4,7
MOL02429,Neurology,355.15,2.58,0,8
MOL02430,Neurology,348.7,3.49,4,10
MOL02431,Cardiology,451.2,2.86,0,9
MOL02432,Oncology,258.04,1.91,4,3
MOL02433,Neurology,405.72,3.26,4,7
MOL02434,Cardiology,438.58,3.15,1,4
MOL02435,Oncology,413.84,2.34,5,1
MOL02436,Oncology,343.05,2.46,5,7
MOL02437,Immunology,544.66,1.43,5,9
MOL02438,Cardiology,445.89,2.13,4,5
MOL02439,Immunology,474.26,4.86,2,9
MOL02440,Cardiology,429.15,1.32,2,6
MOL02441,Oncology,491.76,2.1,0,4
MOL02442,Oncology,517.1,2.01,0,5
MOL02443,Immunology,414.15,1.91,5,2
MOL02444,Oncology,524.93,1.85,4,6
MOL02445,Cardiology,395.12,1.94,5,5
MOL02446,Oncology,454.96,3.08,0,4
